"Subject","activityCode","activityLabel","tBodyAcc-mean()-X","tBodyAcc-mean()-Y","tBodyAcc-mean()-Z","tGravityAcc-mean()-X","tGravityAcc-mean()-Y","tGravityAcc-mean()-Z","tBodyAccJerk-mean()-X","tBodyAccJerk-mean()-Y","tBodyAccJerk-mean()-Z","tBodyGyro-mean()-X","tBodyGyro-mean()-Y","tBodyGyro-mean()-Z","tBodyGyroJerk-mean()-X","tBodyGyroJerk-mean()-Y","tBodyGyroJerk-mean()-Z","tBodyAccMag-mean()","tGravityAccMag-mean()","tBodyAccJerkMag-mean()","tBodyGyroMag-mean()","tBodyGyroJerkMag-mean()","fBodyAcc-mean()-X","fBodyAcc-mean()-Y","fBodyAcc-mean()-Z","fBodyAcc-meanFreq()-X","fBodyAcc-meanFreq()-Y","fBodyAcc-meanFreq()-Z","fBodyAccJerk-mean()-X","fBodyAccJerk-mean()-Y","fBodyAccJerk-mean()-Z","fBodyAccJerk-meanFreq()-X","fBodyAccJerk-meanFreq()-Y","fBodyAccJerk-meanFreq()-Z","fBodyGyro-mean()-X","fBodyGyro-mean()-Y","fBodyGyro-mean()-Z","fBodyGyro-meanFreq()-X","fBodyGyro-meanFreq()-Y","fBodyGyro-meanFreq()-Z","fBodyAccMag-mean()","fBodyAccMag-meanFreq()","fBodyBodyAccJerkMag-mean()","fBodyBodyAccJerkMag-meanFreq()","fBodyBodyGyroMag-mean()","fBodyBodyGyroMag-meanFreq()","fBodyBodyGyroJerkMag-mean()","fBodyBodyGyroJerkMag-meanFreq()","tBodyAcc-std()-X","tBodyAcc-std()-Y","tBodyAcc-std()-Z","tGravityAcc-std()-X","tGravityAcc-std()-Y","tGravityAcc-std()-Z","tBodyAccJerk-std()-X","tBodyAccJerk-std()-Y","tBodyAccJerk-std()-Z","tBodyGyro-std()-X","tBodyGyro-std()-Y","tBodyGyro-std()-Z","tBodyGyroJerk-std()-X","tBodyGyroJerk-std()-Y","tBodyGyroJerk-std()-Z","tBodyAccMag-std()","tGravityAccMag-std()","tBodyAccJerkMag-std()","tBodyGyroMag-std()","tBodyGyroJerkMag-std()","fBodyAcc-std()-X","fBodyAcc-std()-Y","fBodyAcc-std()-Z","fBodyAccJerk-std()-X","fBodyAccJerk-std()-Y","fBodyAccJerk-std()-Z","fBodyGyro-std()-X","fBodyGyro-std()-Y","fBodyGyro-std()-Z","fBodyAccMag-std()","fBodyBodyAccJerkMag-std()","fBodyBodyGyroMag-std()","fBodyBodyGyroJerkMag-std()"
1,1,"WALKING",0.28134949,-0.0007098312,-0.0086999005,0.93926427,-0.26240716,-0.043152518,0.42884111,-0.13761424,0.16923439,0.20963739,-0.3379882,-0.010062426,0.58267592,-0.64429277,-0.11344376,0.0891215,0.0891215,-0.01036468,-0.0083430827,-0.28761534,0.15313108,-0.080540544,-0.14693913,-0.34662496,0.23620994,0.42387462,0.093229449,-0.13349344,-0.16573667,-0.22400387,-0.087172286,0.060156766,0.078521558,0.038950991,-0.13092654,0.26121446,0.23849703,-0.1351311,0.19198834,0.19384713,0.10183576,0.24588535,-0.12082814,0.34911167,-0.32529153,0.29291267,0.1466405,-0.15760804,-0.24012018,-0.94973749,-0.94888385,-0.85400472,0.089649652,-0.13494228,-0.26459042,-0.26577972,-0.11183141,-0.16116687,-0.41916927,-0.26736555,-0.34149695,0.072816678,0.072816678,0.018851956,-0.19432413,-0.38310075,0.1440673,-0.25569662,-0.36649601,-0.014807258,-0.19984055,-0.36471454,-0.38052959,-0.22568356,-0.24794923,-0.16778508,-0.10038422,-0.40024832,-0.5166988
1,1,"WALKING",0.36248249,-0.0035526939,-0.18104462,0.93532883,-0.24875006,-0.018502531,0.11804319,0.11395291,-0.3050968,0.40228819,-0.33877395,0.17943812,-0.25697403,0.26107863,0.1239022,0.17216127,0.17216127,-0.026174163,-0.07848939,-0.35978109,0.026153823,-0.17172001,-0.096502772,-0.36107357,0.15274407,0.39761611,0.019987812,-0.21836687,-0.15048162,-0.15081859,-0.12703579,-0.056949278,-0.57453705,-0.092519165,-0.097836502,0.12112607,-0.0013784905,-0.08355044,0.113188,0.077806516,0.007555202,0.41699672,-0.35478316,0.21601472,-0.3788545,0.37320303,0.24954917,-0.21185711,-0.16926229,-0.96781324,-0.93956362,-0.9309032,0.067093081,-0.25280389,-0.2203724,-0.71373238,-0.13965682,-0.073952436,-0.584414,-0.33665927,-0.29199185,0.13627899,0.13627899,-0.018873206,-0.37991965,-0.43825071,0.32729159,-0.28414654,-0.2857891,0.022168874,-0.35460585,-0.28765514,-0.76049065,-0.17622615,-0.15084801,-0.027737109,-0.050582928,-0.50939908,-0.57034479
1,1,"WALKING",0.43503687,-0.0065917495,-0.082909932,0.92422997,-0.27642083,-0.041170073,0.089117723,-0.084559173,-0.21509976,-0.47010943,0.21770042,0.1241266,0.032361401,0.034560422,0.27962952,0.060417914,0.060417914,-0.10010991,-0.10445792,-0.35624769,0.0025594781,-0.06964216,-0.30294416,-0.50351863,0.098072185,0.0034564899,-0.086526313,-0.14859186,-0.45851448,-0.32180317,-0.35699308,-0.14241632,-0.49135153,-0.11545254,-0.064656901,0.066273333,-0.19948928,0.0056756342,0.0481611,0.12810644,-0.1178834,0.021413565,-0.2925549,0.14656289,-0.40116841,0.24339849,0.078451291,-0.098710248,-0.26404564,-0.96563676,-0.94905377,-0.90814585,-0.038407463,-0.1123076,-0.48921284,-0.64435903,-0.15124156,-0.15750311,-0.43726749,-0.37838102,-0.30150138,-0.026147128,-0.026147128,-0.20737791,-0.26290648,-0.46677784,0.10693996,-0.17177517,-0.30054223,-0.072763028,-0.13216735,-0.51707621,-0.69463631,-0.18017406,-0.26724965,-0.22215207,-0.3432825,-0.36917458,-0.6100203
1,1,"WALKING",0.35119884,0.021866728,-0.1494262,0.9334885,-0.26237699,-0.019666744,-0.36216106,0.37084221,0.2295983,-0.43794263,0.16512486,0.28136405,-0.39119353,0.07196793,0.20865147,0.059491854,0.059491854,-0.1277886,-0.11579886,-0.34102449,0.014677668,-0.078729322,-0.3376748,-0.29926436,0.33398745,0.10645967,-0.055499542,-0.17432573,-0.42513106,-0.29478886,-0.21069103,-0.11374115,-0.37503287,-0.1127895,-0.055381283,0.19921106,-0.0047483716,-0.030940873,0.053860651,0.13613152,-0.099703966,0.029819111,-0.19535163,0.21078873,-0.36759352,0.17909028,0.076174685,-0.10048684,-0.29808742,-0.96634034,-0.96371409,-0.91198748,-0.02443834,-0.14053601,-0.49049092,-0.59954558,-0.14364651,-0.16523367,-0.42423123,-0.33771249,-0.31699395,-0.061657028,-0.061657028,-0.12888439,-0.21352886,-0.41175141,0.099496176,-0.16921018,-0.33142076,-0.078567739,-0.1613356,-0.55578256,-0.67756906,-0.16935701,-0.28087492,-0.27974165,-0.17235437,-0.36648482,-0.51105052
1,1,"WALKING",0.13046118,-0.05499692,-0.13178649,0.9452027,-0.25496927,-0.023947567,0.68599695,0.21294941,0.48174038,-0.58858545,0.47215649,0.058035958,0.030443073,-0.19276755,-0.53663364,-0.018090242,-0.018090242,-0.060948522,0.11059856,-0.28283089,-0.01375167,0.14204763,-0.18688863,-0.13837226,-0.041243658,0.34756437,-0.054555143,-0.017584859,-0.35673698,-0.27327421,-0.450206,-0.44636541,-0.1847059,-0.045068466,0.19671606,-0.18379069,0.0060728452,0.30517853,-0.0053009708,0.27489557,0.0081418252,-0.018086573,-0.07690455,0.13528995,-0.19277722,0.14971094,-0.10749685,0.10655765,-0.22750121,-0.96367838,-0.95649404,-0.87947821,-0.020320637,0.049889701,-0.36701435,-0.2987479,-0.083700618,-0.046270863,-0.37333747,-0.22228692,-0.24290764,-0.11528655,-0.11528655,-0.005088398,0.04826198,-0.23500523,-0.14716133,0.016703328,-0.31673904,-0.071332774,0.054634171,-0.37515207,-0.33632894,-0.11493502,-0.22826933,-0.32157475,-0.026719428,-0.046382456,-0.34055324
1,1,"WALKING",0.31277629,-0.050409373,-0.043028643,0.92813939,-0.26799814,-0.026685084,0.015294316,-0.04982828,0.11982834,-0.1507958,0.16618259,-0.076448284,0.18555062,-0.42932833,0.0027923122,0.071970206,0.071970206,0.01436136,0.14053066,-0.17350353,0.02225161,0.19593752,-0.19731127,-0.40863588,-0.028305017,0.0080810988,-0.025453405,0.054146243,-0.33425413,-0.22275104,-0.39269693,-0.36882117,0.0078448352,0.1774687,0.026734935,-0.27162569,0.13910599,-0.10162315,0.083741909,-0.042609054,0.023269953,0.15765073,0.05462082,0.24627832,-0.15183463,0.070409611,0.026284824,0.16827786,-0.18619953,-0.87857503,-0.91110726,-0.8637939,0.034117539,0.11434422,-0.35888549,-0.069235463,0.037772628,-0.079289099,-0.35978143,-0.092077389,-0.19399509,0.051477845,0.051477845,-0.03041114,0.015332393,-0.15995657,0.02787915,0.078909068,-0.24555945,0.0053442388,0.10640615,-0.38059072,-0.099233156,-0.066297718,-0.20102145,-0.13070057,-0.10915177,-0.19209454,-0.23107572
1,1,"WALKING",0.42595606,0.02456,-0.15095947,0.90796935,-0.2655418,-0.0068039971,-0.59086937,-0.32496537,-0.15791993,-0.089488613,-0.042483479,0.14984331,-0.24074731,0.24330859,0.10370404,0.040168399,0.040168399,-0.1478736,-0.014713381,-0.3256857,0.18167288,0.00033072826,-0.30486593,-0.21248655,0.11913923,0.00032944402,-0.03545911,-0.17511717,-0.46593192,-0.31275665,-0.32561588,-0.31797483,-0.14747132,-0.045512517,-0.0065478725,-0.28377978,0.12709321,-0.055674832,0.076517098,-0.045268282,-0.11646496,0.131166,-0.14894601,0.13236742,-0.30087435,0.030455493,0.099239639,-0.038196632,-0.27249905,-0.92652989,-0.90091162,-0.89052647,-0.066281915,-0.17480149,-0.49563741,-0.21736271,-0.1024829,-0.14144583,-0.44111776,-0.27289108,-0.33949825,0.15527003,0.15527003,-0.19315203,-0.16443039,-0.32514533,0.065090081,-0.12053408,-0.31207382,-0.19022174,-0.23458535,-0.52252388,-0.2438714,-0.14595124,-0.26909476,0.017367981,-0.30736106,-0.32259014,-0.40326244
1,1,"WALKING",0.26749864,-0.018319479,-0.16901282,0.93019322,-0.24940844,-0.026064489,-0.044109007,-0.063590092,0.16290785,-0.14428611,-0.048495712,0.11499993,0.014319454,-0.018155334,-0.32079196,-0.059902458,-0.059902458,-0.1667755,-0.050395776,-0.36658507,-0.13554778,-0.19204319,-0.30973532,-0.34187474,-0.10309361,0.1267393,-0.10725529,-0.34765292,-0.4232582,-0.11298151,-0.3905279,-0.13860559,-0.21679414,-0.1362923,-0.146493,-0.37629236,-0.21027295,-0.16509744,0.0018766667,0.082733713,-0.18852998,0.32364477,-0.23130318,-0.010212182,-0.37831074,0.31675192,-0.041248287,-0.13421251,-0.31053548,-0.90263255,-0.94146904,-0.80685522,-0.078617141,-0.32337213,-0.45925625,-0.25878873,-0.12713491,-0.18214981,-0.45912786,-0.32799436,-0.4369914,-0.058680362,-0.058680362,-0.25938135,-0.19585906,-0.40408907,-0.0064958074,-0.15894642,-0.36697981,-0.13051801,-0.34244854,-0.49240668,-0.27778255,-0.12769939,-0.26887791,-0.24093073,-0.35990221,-0.30998427,-0.48349842
1,1,"WALKING",0.15439416,0.0016045166,-0.010548619,0.94256743,-0.25374076,-0.049375638,0.35762114,0.019779362,-0.22323941,0.35451923,-0.47527096,0.070426231,0.18108171,-0.19734896,0.064717759,-0.017039858,-0.017039858,-0.12028331,-0.095271912,-0.33874786,-0.028980821,-0.17580325,-0.27669012,-0.29518602,-0.050389402,0.39654098,-0.065050306,-0.29244424,-0.33048911,-0.19108843,-0.31194082,-0.047122624,-0.41296818,-0.084508567,-0.15730916,0.10348061,-0.050917516,-0.10825211,-0.039549145,0.16047905,-0.15954311,0.23561091,-0.35124526,0.29258149,-0.34270747,0.3422299,-0.023648539,-0.19748806,-0.29180071,-0.96327408,-0.9458613,-0.91165429,-0.064489453,-0.29083661,-0.38337756,-0.60159804,-0.13196508,-0.2588906,-0.55646729,-0.28796903,-0.3601851,-0.17464507,-0.17464507,-0.25095663,-0.38544003,-0.39408504,-0.021517836,-0.26003979,-0.35889557,-0.14989978,-0.34047661,-0.43371746,-0.66459571,-0.16880894,-0.36316255,-0.39046852,-0.39251711,-0.5221899,-0.51446856
1,1,"WALKING",0.20535149,-0.0038073578,-0.032628831,0.93764095,-0.248511,-0.025796334,0.40393874,-0.1718263,-0.39889582,0.38217505,-0.40470526,0.1169666,-0.14231865,0.1447805,-0.04411623,-0.015987782,-0.015987782,-0.14706335,-0.14273082,-0.43260695,0.017364625,-0.13248279,-0.30341736,-0.41702839,0.25422517,0.28775749,-0.13387589,-0.19687984,-0.36835617,-0.32097071,-0.21908905,-0.010549313,-0.57491705,-0.19864398,-0.14624419,-0.20761029,-0.19652118,-0.1054104,-0.098982247,0.1203889,-0.1378882,0.12843685,-0.38846376,0.056476776,-0.50614056,0.1363229,0.019304723,-0.22962531,-0.30764605,-0.9767899,-0.94593098,-0.84975067,-0.11708499,-0.1714918,-0.39895514,-0.68828384,-0.20871473,-0.20020957,-0.62441112,-0.44551596,-0.29619771,-0.079112664,-0.079112664,-0.19836589,-0.40992223,-0.53436189,0.020096585,-0.33644469,-0.3664631,-0.17879927,-0.20012008,-0.4264787,-0.72474524,-0.22059521,-0.29179293,-0.21122453,-0.28549435,-0.53123556,-0.60864282
1,1,"WALKING",0.18360372,-0.076558729,-0.0469561,0.93935459,-0.28099607,-0.07822989,0.25879203,0.11938596,-0.20514992,0.22105528,-0.26354507,0.034448107,-0.21559862,0.034228727,-0.015072922,-0.14452122,-0.14452122,-0.46148363,-0.21757019,-0.55426811,-0.41639013,-0.2914366,-0.36168731,-0.35590089,-0.22328216,-0.50564101,-0.47758607,-0.49015987,-0.65764263,-0.27172976,-0.48109577,-0.75439631,-0.60306889,-0.27191669,-0.52365016,-0.081708175,-0.44903779,-0.26539438,-0.36359019,-0.14721567,-0.4904,0.13665028,-0.2970371,-0.21214958,-0.57511456,-0.0066072733,-0.36751584,-0.099160728,0.020546431,-0.8814893,-0.86283115,-0.81595065,-0.44528855,-0.47970745,-0.65229315,-0.68634674,-0.0013219911,-0.55655051,-0.65063937,-0.50593079,-0.65921495,-0.33477144,-0.33477144,-0.54188479,-0.16070864,-0.57058347,-0.34913057,-0.067173086,0.11530193,-0.46030501,-0.50439944,-0.64603934,-0.71273105,0.12715588,-0.60834086,-0.4221008,-0.61971628,-0.21444414,-0.5945809
1,1,"WALKING",0.27918273,-0.036965677,-0.13360426,0.90782845,-0.31639379,-0.062484236,0.14865938,0.058634665,-0.15441992,0.091549563,-0.18404312,0.046616661,-0.12499571,0.13402323,0.13770608,-0.18075029,-0.18075029,-0.49228098,-0.28230236,-0.58040867,-0.4262804,-0.38327959,-0.43699429,-0.4951361,-0.21931915,-0.3558611,-0.50412932,-0.54737783,-0.67459405,-0.36905893,-0.25432184,-0.78493488,-0.67117355,-0.29472796,-0.49543674,-0.16072204,-0.3987935,0.22883199,-0.43064914,-0.067972015,-0.54520291,0.059231548,-0.33024104,-0.11540093,-0.61904102,0.059841333,-0.35903189,-0.12411225,-0.10286776,-0.94384341,-0.91908816,-0.94778667,-0.47707807,-0.50536646,-0.69549777,-0.7379167,-0.02088405,-0.56188542,-0.69767119,-0.53820256,-0.65842265,-0.38786699,-0.38786699,-0.59120769,-0.18366332,-0.6092457,-0.33425712,-0.06675728,-0.019915788,-0.49480049,-0.49180146,-0.71409924,-0.75905985,0.10845533,-0.62598643,-0.45970951,-0.66016737,-0.22781872,-0.62284776
1,1,"WALKING",0.30116241,-0.0017592965,-0.10683037,0.90332145,-0.32878069,-0.069753369,0.089970801,-0.29167396,-0.14793367,0.40149417,-0.50093651,-0.1189745,0.087295897,0.044658829,-0.15346846,-0.14245791,-0.14245791,-0.52451544,-0.050825995,-0.60543109,-0.44453,-0.11089469,-0.48044247,-0.67243914,-0.083581598,-0.43688444,-0.55500288,-0.42551328,-0.72323358,-0.53607901,-0.59072885,-0.60613227,-0.37867281,-0.29767153,-0.4213541,-0.36199493,-0.55726607,-0.3896477,-0.40260435,-0.086577783,-0.5545572,0.053318087,-0.22320431,-0.45252684,-0.62926092,0.042175379,-0.36266589,0.0012200422,-0.11153777,-0.97390343,-0.97957926,-0.9422135,-0.53820966,-0.42698598,-0.75399115,-0.35180201,-0.026260286,-0.41956706,-0.6345278,-0.59544474,-0.65194976,-0.43158019,-0.43158019,-0.59173517,0.10130039,-0.64489902,-0.33300892,-0.0061562148,-0.017145055,-0.56149508,-0.47070131,-0.7837559,-0.35351507,0.1020097,-0.47193162,-0.53649165,-0.64662673,0.10688412,-0.69225517
1,1,"WALKING",0.29341097,-0.018714518,-0.066159078,0.91286572,-0.32537586,-0.070078815,0.17672215,-0.35407112,-0.20845667,0.24186906,-0.27412717,0.0045285318,0.033336024,0.20174952,-0.37350114,-0.11472258,-0.11472258,-0.48636301,0.01382027,-0.57979101,-0.42771831,-0.031808768,-0.34873771,-0.57319392,0.05978098,-0.39582295,-0.55840113,-0.3478281,-0.67649459,-0.55432713,-0.38678843,-0.50516342,-0.32960797,-0.19206845,-0.2925131,-0.44564073,-0.40131843,-0.090917826,-0.27377158,0.055011078,-0.47714495,0.17784867,-0.17947438,-0.25370157,-0.59404889,0.035729409,-0.36815735,0.09566293,-0.019262368,-0.95333008,-0.97152051,-0.92355347,-0.53740568,-0.31479273,-0.7153587,-0.20117646,0.0065099818,-0.36459996,-0.6159635,-0.57476215,-0.568777,-0.31243126,-0.31243126,-0.52627199,0.008518332,-0.610908,-0.34603822,0.089690133,0.058855639,-0.55619908,-0.32411052,-0.75387541,-0.18391367,0.10464793,-0.44812124,-0.44179793,-0.59937305,-0.042148635,-0.66266502
1,1,"WALKING",0.2303099,0.0021737117,-0.043103131,0.91968631,-0.32327736,-0.05372889,0.044047372,0.034498347,0.077557488,-0.11832106,0.04126577,0.17315412,-0.18886922,-0.48288693,0.041695922,-0.11354341,-0.11354341,-0.44091353,-0.1612053,-0.59808511,-0.45278287,-0.11292615,-0.38601337,-0.5386935,-0.24029347,-0.42478993,-0.51057721,-0.3367146,-0.62817278,-0.44879842,-0.50235397,-0.53430909,-0.52546982,-0.20783507,-0.39825521,-0.35968117,-0.14638022,-0.18541481,-0.28953856,-0.054336143,-0.37666461,0.030864059,-0.35349524,-0.13396328,-0.61215107,-0.20825142,-0.33525447,-0.020443574,0.03120999,-0.9530637,-0.97686191,-0.87405313,-0.44118742,-0.31374579,-0.65736773,-0.53763313,0.0093753099,-0.4615413,-0.65775843,-0.57872166,-0.5548046,-0.29191192,-0.29191192,-0.42765152,-0.21425058,-0.59631013,-0.29411922,-0.035625796,0.13694523,-0.4202808,-0.33507565,-0.68439388,-0.54600378,0.1158341,-0.53317355,-0.4029539,-0.50238983,-0.25778065,-0.60415752
1,1,"WALKING",0.15851651,0.0042561454,-0.018779209,0.91447109,-0.31989706,-0.032413446,0.086751502,0.56046755,0.091513098,0.10683702,-0.25461783,0.13459276,-0.2103659,-0.5925952,0.13401103,-0.1609031,-0.1609031,-0.50226961,-0.23450335,-0.62879004,-0.37183299,-0.071497805,-0.41272384,-0.61283262,0.21739456,-0.46304975,-0.46424586,-0.44435358,-0.66391868,-0.4296196,-0.68011499,-0.44432121,-0.5254729,-0.20291786,-0.42291132,-0.25725111,0.12988667,-0.22475245,-0.37070225,0.098241713,-0.42254399,-0.082905157,-0.21088529,0.058707483,-0.62753061,-0.056320172,-0.40602178,-0.083613613,-0.012498101,-0.95432914,-0.96181342,-0.90691978,-0.46471977,-0.41528187,-0.69791685,-0.60474306,-0.042601701,-0.46215867,-0.67414883,-0.6104155,-0.62874799,-0.40943463,-0.40943463,-0.45329786,-0.16974076,-0.63693073,-0.41997876,-0.14792303,0.089081577,-0.51446767,-0.42220513,-0.73050039,-0.63018617,0.037708293,-0.5247543,-0.52382816,-0.49859805,-0.28408636,-0.675217
1,1,"WALKING",0.21524532,-0.032628002,-0.11896558,0.91307417,-0.31665935,-0.021065113,0.19465492,0.26031767,-0.028742135,-0.11332253,-0.067416287,0.18475287,-0.24143193,0.070908552,-0.076358357,-0.15544653,-0.15544653,-0.47607678,-0.21470421,-0.56066451,-0.4228953,-0.16838658,-0.34817298,-0.42352586,-0.20201413,-0.53715395,-0.4537482,-0.47256833,-0.61788226,-0.29487919,-0.70832966,-0.46002336,-0.50433324,-0.22869874,-0.5055717,-0.18298481,-0.42640213,-0.26510903,-0.38352427,-0.13231954,-0.42805973,0.070307979,-0.27724782,-0.1775725,-0.55528917,0.13643636,-0.40674365,-0.06891508,0.025753713,-0.96813367,-0.96260378,-0.9006,-0.44190439,-0.43046518,-0.670211,-0.54435665,-0.019643429,-0.52116002,-0.63504639,-0.5166956,-0.64932738,-0.39053748,-0.39053748,-0.46686571,-0.15862424,-0.56945972,-0.40039314,-0.077897988,0.11753318,-0.47946386,-0.4216975,-0.72392932,-0.5595601,0.082867268,-0.57005153,-0.4887337,-0.52351721,-0.22333704,-0.61997247
1,1,"WALKING",0.27147742,-0.030746091,-0.15623238,0.91214896,-0.32596046,-0.035425357,0.07065462,0.070539535,-0.006408421,-0.41215344,0.20241838,0.15120201,-0.15688387,-0.0091031486,0.026084993,-0.13659556,-0.13659556,-0.4445107,-0.15770558,-0.551105,-0.43320337,-0.29067925,-0.37765783,-0.4085944,-0.13592012,-0.49100804,-0.44641137,-0.42329991,-0.61701867,-0.22170165,-0.47495678,-0.4467079,-0.6298359,-0.30202768,-0.50807548,-0.06876874,-0.4124604,-0.076123229,-0.43319269,-0.031833002,-0.4029909,0.19623954,-0.32987725,-0.1292725,-0.56739301,0.088243812,-0.34169859,-0.15299856,0.021435303,-0.96847912,-0.94864843,-0.84431835,-0.40953829,-0.3976281,-0.65350225,-0.72564864,0.012712706,-0.57456488,-0.61138333,-0.51329986,-0.64247777,-0.38608182,-0.38608182,-0.44112042,-0.15214717,-0.56765074,-0.30880725,-0.14029122,0.12167556,-0.42293513,-0.40983913,-0.68840776,-0.75634413,0.15848513,-0.63764458,-0.45599537,-0.49696366,-0.18380354,-0.59840377
1,1,"WALKING",0.14085877,-0.068261729,-0.072115723,0.93206988,-0.31920065,-0.063759757,0.26743742,-0.070566748,0.075912557,0.21415459,-0.27289173,0.027375306,0.022401798,-0.060417603,-0.085348317,-0.088105584,-0.088105584,-0.39356298,-0.21782907,-0.5670185,-0.3085734,-0.28708183,-0.42342398,-0.41748087,-0.27381999,-0.507825,-0.3655635,-0.49881331,-0.64912616,-0.35768111,-0.56109795,-0.36474898,-0.52452793,-0.33727667,-0.55557262,-0.078118895,-0.47924203,-0.18506684,-0.25736165,-0.18535232,-0.41310842,0.28478909,-0.36221134,-0.13513874,-0.65467049,0.2898003,-0.23449858,-0.079448995,-0.03366354,-0.86447892,-0.80015145,-0.88450489,-0.31353045,-0.46740504,-0.68928686,-0.65416238,-0.018962532,-0.61725207,-0.58093117,-0.58654269,-0.64757147,-0.22682976,-0.22682976,-0.47638637,-0.20028901,-0.68193484,-0.20710176,-0.042503802,0.065190688,-0.31975814,-0.4680903,-0.72883876,-0.69597999,0.12717306,-0.67475699,-0.33008445,-0.57356928,-0.23326716,-0.74620984
1,1,"WALKING",0.23145946,-0.013340312,-0.092367982,0.90583998,-0.35284871,-0.058087649,0.086863388,-0.026759419,0.099981145,0.15742021,-0.19015615,0.046324812,0.047823128,-0.092770022,-0.17062433,-0.15356809,-0.15356809,-0.48220575,-0.25776972,-0.56211832,-0.41892304,-0.3707564,-0.4474072,-0.61122329,-0.24524033,-0.53724439,-0.50152755,-0.53259619,-0.68802267,-0.52329343,-0.52239698,-0.76434704,-0.50841127,-0.31870207,-0.5506291,-0.045241325,-0.45811964,-0.077196701,-0.39802363,-0.23949327,-0.47109933,0.081245594,-0.33236299,-0.1906541,-0.65216017,0.16363376,-0.316791,-0.11425996,-0.07121696,-0.96893145,-0.96771294,-0.94495362,-0.43475427,-0.49372849,-0.69842959,-0.65814209,-0.020163289,-0.6027051,-0.56805799,-0.57778733,-0.64866727,-0.32198846,-0.32198846,-0.52160775,-0.14718352,-0.6637195,-0.28036313,-0.058178294,0.024391156,-0.4167467,-0.48433463,-0.70660349,-0.70748016,0.11865544,-0.65761505,-0.38779068,-0.59802456,-0.17562659,-0.70376348
1,1,"WALKING",0.29569289,-0.017291,-0.099927816,0.89842695,-0.3561928,-0.058276382,0.0080660295,0.1379564,-0.06330757,0.39382596,-0.4252805,-0.061594545,-0.21565778,-0.033554862,0.030606459,-0.1271837,-0.1271837,-0.46139921,-0.0043172015,-0.53946255,-0.42485524,-0.17531361,-0.44060852,-0.54756756,-0.22925388,-0.58006057,-0.49641992,-0.41956605,-0.66448773,-0.4882436,-0.54318395,-0.61933715,-0.37106998,-0.25067393,-0.27667662,-0.3678348,-0.61622077,-0.34701931,-0.4295266,-0.20240156,-0.48347949,-0.0097787997,-0.21760316,-0.49041366,-0.62646125,0.010941993,-0.35712019,0.04116528,-0.091122383,-0.95620274,-0.97438339,-0.93391695,-0.4635614,-0.37264689,-0.68390242,-0.40939661,0.079773244,-0.30926751,-0.57109589,-0.56949902,-0.50385741,-0.4026472,-0.4026472,-0.50086187,0.098520781,-0.63602302,-0.33217676,0.075687015,-0.0034897729,-0.47638095,-0.36242145,-0.70092213,-0.42571307,0.23326411,-0.38337147,-0.48039948,-0.52685808,0.10058385,-0.67522747
1,1,"WALKING",0.34408292,-0.019665159,-0.14195199,0.89521737,-0.355796,-0.053499951,0.039049,0.028465391,-0.036251822,0.12339394,-0.20900097,0.024990325,-0.3288703,0.18525532,0.078780625,-0.13258213,-0.13258213,-0.4488861,0.015006792,-0.58231597,-0.39958823,-0.22276461,-0.451622,-0.54972396,-0.29031064,-0.50601368,-0.45553312,-0.43978128,-0.67657755,-0.42921106,-0.44670124,-0.58342019,-0.32453383,-0.25944421,-0.2989004,-0.28898921,-0.41300881,-0.29101589,-0.44426029,-0.1025909,-0.46382681,0.028264113,-0.31868009,-0.38784276,-0.63934962,0.056932573,-0.36118484,0.019695865,-0.10072484,-0.96491486,-0.97201836,-0.94033876,-0.42760933,-0.40759102,-0.69528985,-0.23879635,0.083457815,-0.34269519,-0.6184621,-0.59734456,-0.55648319,-0.42796573,-0.42796573,-0.51308598,0.0012099526,-0.6500912,-0.3465611,0.065163891,-0.012332467,-0.4488075,-0.41149609,-0.71165447,-0.22944781,0.24169133,-0.41772985,-0.50732136,-0.58657257,0.017625572,-0.68974531
1,1,"WALKING",0.33299252,-0.030312276,-0.11360054,0.89888016,-0.35213276,-0.053521841,0.27426955,-0.13999734,-0.24427363,-0.019548448,-0.15851495,0.060704564,0.17698182,-0.0054226697,-0.15017404,-0.2109106,-0.2109106,-0.53499132,-0.19831651,-0.65273773,-0.42403479,-0.29186627,-0.47230908,-0.34830221,-0.22758982,-0.35686443,-0.5194847,-0.52126894,-0.7338792,-0.3533205,-0.58323793,-0.47621482,-0.44924045,-0.38813446,-0.50105685,0.02990573,-0.60460701,-0.23643483,-0.41305606,0.11027323,-0.53771599,0.16140151,-0.46470037,-0.20496845,-0.71446129,0.22629223,-0.42752783,-0.12121388,-0.090093246,-0.97300489,-0.9828817,-0.93260143,-0.49382596,-0.5024111,-0.76895618,-0.46432442,-0.11647198,-0.54808938,-0.65918553,-0.66854164,-0.68517302,-0.44135997,-0.44135997,-0.56753707,-0.35703621,-0.72668504,-0.4287954,-0.096638508,0.0078786527,-0.51152183,-0.51524312,-0.80415563,-0.47425494,0.0096541821,-0.60587157,-0.54416815,-0.61130084,-0.39622137,-0.76359517
